"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","11","609.27"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","3","0.00"
"2014 / 10","FDNY","Average response time to structural fires","Brooklyn","406","260.94"
"2014 / 10","FDNY","Average response time to non-structural fires","Brooklyn","171","300.47"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Brooklyn","7,521","399.29"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,122","396.05"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","577","73.83"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","577","25.13"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","577","0.87"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","577","0.17"
"2014 / 10","FDNY","Average response time to structural fires","Bronx","292","309.05"
"2014 / 10","FDNY","Average response time to non-structural fires","Bronx","107","353.98"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Bronx","5,331","467.36"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,036","450.02"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","399","48.62"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","399","50.13"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","399","1.00"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","399","0.25"
"2014 / 10","FDNY","Average response time to structural fires","Manhattan","301","302.48"
"2014 / 10","FDNY","Average response time to non-structural fires","Manhattan","168","347.21"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Manhattan","6,294","447.21"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,438","446.13"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","469","50.11"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","469","48.83"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","469","0.85"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","469","0.21"
"2014 / 10","FDNY","Average response time to structural fires","Queens","247","304.38"
"2014 / 10","FDNY","Average response time to non-structural fires","Queens","159","374.97"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Queens","5,008","476.57"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,092","446.41"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","406","49.01"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","406","48.28"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","406","2.22"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","406","0.49"
"2014 / 10","FDNY","Average response time to structural fires","Staten Island","59","282.97"
"2014 / 10","FDNY","Average response time to non-structural fires","Staten Island","43","354.09"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Staten Island","1,233","445.60"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","502","429.40"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","102","54.90"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","102","42.16"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","102","2.94"
"2014 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","102","0.00"
"2014 / 10","FDNY","Average response time to non-fire emergencies","Unspecified","8","515.38"
"2014 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","4","470.00"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","10,088","469.23"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","8,172","524.99"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","8,786","478.97"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","6,817","501.46"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,598","484.02"
"2014 / 09","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","6","617.33"
"2014 / 09","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","473","447.36"
"2014 / 09","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","8,963","539.46"
"2014 / 09","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","21,584","661.00"
"2014 / 09","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,394","62.11"
"2014 / 09","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","338","456.45"
"2014 / 09","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","7,472","568.12"
"2014 / 09","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","17,831","784.49"
"2014 / 09","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","5,503","57.84"
"2014 / 09","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","379","430.11"
"2014 / 09","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","7,801","525.72"
